Date,Price,Open,High,Low,Change %
19-Apr-11,6.5305,6.528,6.5338,6.526,0.02%
18-Apr-11,6.5289,6.5305,6.532,6.5266,-0.06%
15-Apr-11,6.5327,6.5295,6.5331,6.5195,0.02%
14-Apr-11,6.5312,6.532,6.5351,6.529,-0.04%
13-Apr-11,6.5335,6.5395,6.5407,6.5315,-0.11%
12-Apr-11,6.5406,6.5365,6.5466,6.524,0.04%
11-Apr-11,6.5382,6.5351,6.5386,6.533,0.04%
8-Apr-11,6.5353,6.5415,6.5423,6.5345,-0.11%
7-Apr-11,6.5423,6.5435,6.5462,6.5345,-0.03%
6-Apr-11,6.5442,6.5375,6.5481,6.5375,0.04%
5-Apr-11,6.5418,6.538,6.5418,6.538,0.03%
4-Apr-11,6.54,6.5465,6.5515,6.535,-0.12%
1-Apr-11,6.5478,6.5475,6.5497,6.544,-0.01%
31-Mar-11,6.5486,6.5553,6.5573,6.544,-0.11%
30-Mar-11,6.556,6.56,6.5622,6.5549,-0.08%
29-Mar-11,6.561,6.5625,6.5652,6.559,-0.06%
28-Mar-11,6.5649,6.556,6.565,6.5546,0.12%
25-Mar-11,6.5571,6.561,6.5636,6.5529,-0.05%
24-Mar-11,6.5605,6.5575,6.5663,6.557,0.04%
23-Mar-11,6.558,6.552,6.5621,6.55,0.08%
22-Mar-11,6.5525,6.563,6.5645,6.55,-0.19%
