Date,Price,Open,High,Low,Change %
3-Nov-11,1.6035,1.5908,1.6062,1.5877,0.80%
2-Nov-11,1.5908,1.594,1.6047,1.5884,-0.20%
1-Nov-11,1.594,1.6076,1.6094,1.5891,-0.85%
31-Oct-11,1.6076,1.6111,1.6166,1.5965,-0.32%
28-Oct-11,1.6127,1.6098,1.6152,1.6072,0.18%
27-Oct-11,1.6098,1.5971,1.6142,1.5967,0.80%
26-Oct-11,1.5971,1.6003,1.6042,1.5891,-0.20%
25-Oct-11,1.6003,1.5997,1.6039,1.5958,0.04%
24-Oct-11,1.5997,1.5942,1.6007,1.5901,0.29%
21-Oct-11,1.5951,1.58,1.5974,1.5754,0.96%
20-Oct-11,1.58,1.5772,1.5803,1.5682,0.18%
19-Oct-11,1.5772,1.5703,1.5848,1.57,0.44%
18-Oct-11,1.5703,1.5747,1.5822,1.5632,-0.28%
17-Oct-11,1.5747,1.5816,1.5848,1.5731,-0.46%
14-Oct-11,1.5819,1.5744,1.5853,1.5722,0.48%
13-Oct-11,1.5744,1.5734,1.5784,1.5667,0.06%
12-Oct-11,1.5734,1.558,1.5798,1.5543,0.99%
11-Oct-11,1.558,1.5646,1.5664,1.5574,-0.42%
10-Oct-11,1.5646,1.555,1.5689,1.5545,0.57%
7-Oct-11,1.5558,1.5438,1.5646,1.5424,0.78%
6-Oct-11,1.5438,1.5467,1.55,1.5272,-0.19%
5-Oct-11,1.5467,1.5465,1.5492,1.5395,0.01%
4-Oct-11,1.5465,1.5432,1.5496,1.5341,0.21%
3-Oct-11,1.5432,1.5572,1.5583,1.542,-0.98%
30-Sep-11,1.5584,1.5609,1.5666,1.5533,-0.16%
29-Sep-11,1.5609,1.555,1.5716,1.5543,0.38%
28-Sep-11,1.555,1.5633,1.5678,1.555,-0.53%
27-Sep-11,1.5633,1.5552,1.5705,1.5528,0.52%
26-Sep-11,1.5552,1.5476,1.557,1.5432,0.69%
23-Sep-11,1.5446,1.5388,1.5492,1.5375,0.38%
22-Sep-11,1.5388,1.5499,1.5503,1.5329,-0.72%
21-Sep-11,1.5499,1.5734,1.5741,1.5484,-1.49%
20-Sep-11,1.5734,1.5672,1.5748,1.5659,0.40%
19-Sep-11,1.5672,1.571,1.5756,1.5634,-0.76%
16-Sep-11,1.5792,1.5798,1.5841,1.5745,-0.04%
15-Sep-11,1.5798,1.5771,1.5869,1.5732,0.17%
14-Sep-11,1.5771,1.5783,1.5815,1.5707,-0.08%
13-Sep-11,1.5783,1.5847,1.587,1.5763,-0.40%
12-Sep-11,1.5847,1.5855,1.5885,1.5774,-0.21%
9-Sep-11,1.5881,1.5957,1.5991,1.5845,-0.48%
8-Sep-11,1.5957,1.597,1.6083,1.5914,-0.08%
7-Sep-11,1.597,1.5952,1.604,1.5919,0.11%
6-Sep-11,1.5952,1.6089,1.6202,1.5922,-0.85%
5-Sep-11,1.6089,1.6164,1.6185,1.6062,-0.79%
2-Sep-11,1.6217,1.6194,1.6254,1.6172,0.14%
1-Sep-11,1.6194,1.6246,1.6253,1.6132,-0.32%
31-Aug-11,1.6246,1.6312,1.6334,1.6232,-0.40%
30-Aug-11,1.6312,1.6398,1.642,1.6256,-0.52%
29-Aug-11,1.6398,1.6347,1.6454,1.6342,0.18%
26-Aug-11,1.6368,1.6291,1.6379,1.6209,0.47%
25-Aug-11,1.6291,1.6366,1.6397,1.6262,-0.46%
24-Aug-11,1.6366,1.6496,1.6534,1.6353,-0.79%
23-Aug-11,1.6496,1.6457,1.6571,1.6455,0.24%
22-Aug-11,1.6457,1.6476,1.6521,1.6437,-0.06%
19-Aug-11,1.6467,1.6478,1.6618,1.6446,-0.07%
18-Aug-11,1.6478,1.6534,1.6555,1.6421,-0.34%
17-Aug-11,1.6534,1.6443,1.659,1.6354,0.55%
16-Aug-11,1.6443,1.6378,1.6477,1.6324,0.40%
15-Aug-11,1.6378,1.6283,1.6409,1.6257,0.59%
12-Aug-11,1.6282,1.6229,1.6313,1.6167,0.33%
11-Aug-11,1.6229,1.6113,1.6244,1.6112,0.72%
10-Aug-11,1.6113,1.6304,1.6315,1.6112,-1.17%
9-Aug-11,1.6304,1.632,1.6406,1.6177,-0.10%
8-Aug-11,1.632,1.6424,1.6471,1.6298,-0.45%
5-Aug-11,1.6394,1.624,1.6397,1.6234,0.95%
4-Aug-11,1.624,1.6437,1.6438,1.6229,-1.20%
3-Aug-11,1.6437,1.6278,1.644,1.6252,0.98%
2-Aug-11,1.6278,1.6315,1.6329,1.6225,-0.23%
1-Aug-11,1.6315,1.6413,1.6476,1.6238,-0.68%
29-Jul-11,1.6426,1.636,1.647,1.6263,0.40%
28-Jul-11,1.636,1.6325,1.6384,1.6295,0.21%
27-Jul-11,1.6325,1.6418,1.644,1.6313,-0.57%
26-Jul-11,1.6418,1.6281,1.6429,1.6266,0.84%
25-Jul-11,1.6281,1.6298,1.6328,1.6262,-0.12%
22-Jul-11,1.63,1.632,1.6327,1.6265,-0.12%
21-Jul-11,1.632,1.6167,1.6341,1.6122,0.95%
20-Jul-11,1.6167,1.6127,1.6174,1.607,0.25%
19-Jul-11,1.6127,1.607,1.6178,1.6056,0.35%
18-Jul-11,1.607,1.6119,1.6128,1.6006,-0.41%
15-Jul-11,1.6136,1.6154,1.617,1.6076,-0.11%
14-Jul-11,1.6154,1.6184,1.6186,1.6096,-0.19%
13-Jul-11,1.6184,1.5926,1.6195,1.5912,1.62%
12-Jul-11,1.5926,1.59,1.5949,1.5781,0.16%
11-Jul-11,1.59,1.603,1.6042,1.5883,-0.98%
8-Jul-11,1.6058,1.5974,1.6078,1.5932,0.53%
7-Jul-11,1.5974,1.6018,1.6018,1.5945,-0.27%
6-Jul-11,1.6018,1.6062,1.6091,1.5949,-0.27%
5-Jul-11,1.6062,1.6085,1.6128,1.5991,-0.14%
4-Jul-11,1.6085,1.6076,1.614,1.606,0.07%
1-Jul-11,1.6074,1.602,1.6096,1.5989,0.34%
30-Jun-11,1.602,1.6066,1.6118,1.5974,-0.29%
29-Jun-11,1.6066,1.5987,1.6081,1.5971,0.49%
28-Jun-11,1.5987,1.5987,1.6044,1.5913,0.00%
27-Jun-11,1.5987,1.5954,1.6012,1.5914,0.18%
24-Jun-11,1.5958,1.6022,1.6046,1.5952,-0.40%
23-Jun-11,1.6022,1.605,1.6066,1.5938,-0.17%
22-Jun-11,1.605,1.622,1.6262,1.6043,-1.05%
21-Jun-11,1.622,1.6236,1.6249,1.6168,-0.10%
20-Jun-11,1.6236,1.6154,1.6253,1.611,0.26%
17-Jun-11,1.6194,1.6163,1.62,1.6094,0.19%
16-Jun-11,1.6163,1.62,1.6224,1.6079,-0.23%
15-Jun-11,1.62,1.6372,1.6378,1.6169,-1.05%
14-Jun-11,1.6372,1.6367,1.6442,1.6356,0.03%
13-Jun-11,1.6367,1.6232,1.6389,1.6222,0.86%
10-Jun-11,1.6227,1.6376,1.6383,1.6216,-0.91%
9-Jun-11,1.6376,1.6404,1.6466,1.6359,-0.17%
8-Jun-11,1.6404,1.644,1.6447,1.6348,-0.22%
7-Jun-11,1.644,1.6354,1.6473,1.6325,0.53%
6-Jun-11,1.6354,1.6454,1.6461,1.6342,-0.44%
3-Jun-11,1.6426,1.6373,1.6439,1.6287,0.32%
2-Jun-11,1.6373,1.6338,1.6418,1.6306,0.21%
1-Jun-11,1.6338,1.6466,1.6497,1.6316,-0.78%
31-May-11,1.6466,1.65,1.6547,1.6425,-0.21%
30-May-11,1.65,1.6485,1.6508,1.645,-0.05%
27-May-11,1.6508,1.6393,1.6514,1.6384,0.70%
26-May-11,1.6393,1.6282,1.6409,1.6275,0.68%
25-May-11,1.6282,1.618,1.6294,1.6133,0.63%
24-May-11,1.618,1.6074,1.6208,1.6069,0.66%
23-May-11,1.6074,1.6228,1.6234,1.606,-0.97%
20-May-11,1.6231,1.6228,1.6304,1.6167,0.02%
19-May-11,1.6228,1.6156,1.6243,1.6132,0.45%
18-May-11,1.6156,1.6251,1.6288,1.6107,-0.58%
17-May-11,1.6251,1.6198,1.6303,1.6176,0.33%
16-May-11,1.6198,1.6172,1.6255,1.616,0.01%
13-May-11,1.6197,1.6273,1.6309,1.6147,-0.47%
12-May-11,1.6273,1.6366,1.638,1.6235,-0.57%
11-May-11,1.6366,1.6362,1.6517,1.6323,0.02%
10-May-11,1.6362,1.6406,1.6417,1.6316,-0.27%
9-May-11,1.6406,1.6372,1.6421,1.6271,0.24%
6-May-11,1.6366,1.6401,1.6464,1.6355,-0.21%
5-May-11,1.6401,1.6487,1.6544,1.6359,-0.52%
4-May-11,1.6487,1.6489,1.6575,1.6453,-0.01%
3-May-11,1.6489,1.6643,1.6647,1.6464,-0.93%
2-May-11,1.6643,1.6696,1.6739,1.6637,-0.41%
29-Apr-11,1.6711,1.6646,1.6722,1.6624,0.39%
28-Apr-11,1.6646,1.6647,1.6747,1.6626,-0.01%
27-Apr-11,1.6647,1.6508,1.6669,1.6436,0.84%
26-Apr-11,1.6508,1.6492,1.6533,1.6432,0.10%
25-Apr-11,1.6492,1.6548,1.6548,1.6468,-0.10%
22-Apr-11,1.6509,1.6519,1.6569,1.6504,-0.06%
21-Apr-11,1.6519,1.6393,1.6599,1.6389,0.77%
20-Apr-11,1.6393,1.6334,1.6426,1.6308,0.36%
19-Apr-11,1.6334,1.6265,1.6339,1.6231,0.42%
18-Apr-11,1.6265,1.6316,1.6328,1.6166,-0.39%
15-Apr-11,1.6328,1.6367,1.6373,1.6293,-0.24%
14-Apr-11,1.6367,1.6278,1.6384,1.6255,0.55%
13-Apr-11,1.6278,1.626,1.6309,1.6238,0.11%
12-Apr-11,1.626,1.6338,1.6344,1.6228,-0.48%
11-Apr-11,1.6338,1.6393,1.6426,1.6314,-0.27%
8-Apr-11,1.6383,1.6317,1.6427,1.6316,0.40%
7-Apr-11,1.6317,1.6324,1.6349,1.6264,-0.04%
